Index	AvgScore	Score	NormalizedClaim	Text
1070	0.2940	0.1499	Nehru is taking OATH in Britain as a British citizen to become PM of India ? What a mockery, Congress has done to the Indian citizen & his family continude with GANDHI surname ? Reason India should be “CONGRESS MUKT BHARAT”!	As a British agent, he was required to take an oath in the name of the Queen.
1071	0.2941	0.3477	Amul butter raid visuals are from Jahagir Puri, Delhi	An illegal factory in Jahangir Puri, Delhi, is allegedly manufacturing counterfeit Amul Butter products.
1072	0.2942	0.4464	Wearing Mask To Protect From COVID-19 Causes Fungal Lung Infection;	Wearing masks for extended periods without taking breaks may increase the risk of developing fungal lung infections, prompting some individuals to seek emergency medical attention.
1073	0.2946	0.7472	“MSNBC announced Trump won 2020 election.”	MSNBC announced that Trump won the 2020 election.
1074	0.2944	0.0495	All Filipinos, whether rich or poor, are entitled to the government’s cash assistance of P5,000 to P8,000	The Department of Social Welfare and Development (DSWD) understands this.
1075	0.2945	0.4061	Burning camphor and inhaling the smell combats air pollution	Inhaling the aroma of camphor, either by lighting it or wearing camphor-infused cotton beads around the neck, helps counter air pollution.
1076	0.2946	0.4247	The tests conducted at the 199 testing centres, as well as the mobile test centres, are all done within 24 hours.	The Prime Minister stated that tests conducted at regional test centers and by mobile teams are typically completed within 24 hours.
1077	0.2947	0.3207	Video of a Maulvi in India beating a child indiscriminately	No action is being taken against the Maulvi in the Madrasa due to concerns about preserving secularism, despite alleged mistreatment of a young child.
1078	0.2944	0.0763	Norway has reclassified the coronavirus as 'no more dangerous than ... flu'	Norway, our neighboring country, was the first to implement common sense.
1079	0.2943	0.1622	The EU did not help Britain during the Falklands War, and instead sent weapons to Argentina.	The European Community has joined in imposing an arms embargo and stopping all imports from Argentina, demonstrating unprecedented solidarity and support.
1080	0.2947	0.6437	The new daily allowance for peers in the House of Lords is £323.	The daily allowance for peers in the House of Lords is £323, which exceeds the monthly allowance of £317.82 for a single person over 25 on Universal Credit.
1081	0.2949	0.5299	The EU has exported 41.6 million vaccines so far, 10 million of which were to the UK.	The country has exported 41.6 million vaccines, with the largest recipient receiving 10 million, despite being accused of "vaccine nationalism" and "dictatorial behavior" regarding vaccine distribution.
1082	0.2947	0.1585	The UK has signed an agreement that says for every asylum seeker it sends to Rwanda, it will bring back one vulnerable refugee to the UK.	The government will provide further details on the resettlement of vulnerable refugees at a later time.
1083	0.2947	0.2752	Sen. Marco Rubio signed a 2021 letter that “supports waivers that would reduce visual track inspections.”	Secretary Pete was absent during the derailment and then falsely claimed that a 2021 letter advocating for increased track inspections was actually a call for deregulation, demonstrating his incompetence and prioritization of personal political ambitions.
1084	0.2945	0.0429	One in five Britons are resorting to 'DIY dentistry' due to a drought of NHS dental appointments, according to a recent poll.	Some patients used a temporary filling kit.
1085	0.2942	0.0000	The claim: Animal agriculture is the biggest contributor to climate change	Our products are made from natural or recycled materials, manufactured in fair trade factories, and certified net carbon neutral, ensuring a completely animal-free and plastic-free clothing line.
1086	0.2939	0.0000	Taliban Flag hoisted in NEMA Office	Nigeria's government is accused of supporting and funding terrorist groups, including Boko Haram and murderous herdsmen, through the actions of certain officials, such as Minister Pantami.
1087	0.2939	0.2584	Monkeypox is only circulating in countries where the Pfizer COVID-19 vaccine is being distributed and is used to advance the Great Reset	The monkeypox outbreak appears to be predominantly occurring in countries with high vaccination rates, suggesting a potential correlation between vaccination and the spread of the disease.
1088	0.2938	0.1860	A Facebook user is looking for their 87-year-old neighbour called Mr Andrew who went missing with his dog.	Mr. Andrew, an 87-year-old man with dementia and hearing impairment, has been missing since Friday at 4:00 pm when he took a stroll with his dog Rex from Bexleyheath and a silver alert has been activated to ensure his safe return.
1089	0.2939	0.3796	AirPods direct radiation and Bluetooth signals directly to the brain, Unless you want a brain tumour, I suggest you ditch the AirPods	Using AirPods may increase the risk of brain tumors due to direct exposure to radiation and Bluetooth signals.
1090	0.2939	0.2594	As announced by PM Modi - If you have a function/party in your house and a lot of food is being wasted, please call 1098 (Anywhere in India) - The Child Helpline people will collect the food	In India, individuals can call 1098 to have the Child Helpline collect excess food from parties and functions, which will then be distributed to those in need.
1091	0.2936	0.0000	हमदर्द का स्वामित्व एक इस्लामिक संस्था मुस्लिम वक्फ बोर्ड के पास है। इसके सारे कर्मचारी मुसलमान है।	Hamdard is the company that manufactures Ruhafza.
1092	0.2938	0.4908	Son locks mother at home for 10 days to go and protest in Shaheen Bagh	A elderly woman was allegedly locked in a room by her son and daughter-in-law for 10 days without food or water, while they went to Delhi's Shaheen Bagh to have fun, and was later rescued by her daughter in a critical condition.
1093	0.2936	0.0820	The Queen didn’t die on 8 September.	The global recession is allegedly a planned and coordinated attack aimed at implementing a digital ID and currency system, similar to China's social credit system, to control individuals.
1094	0.2936	0.3042	New gender pay gap figures reveal 8 out of 10 firms pay men more.	Research shows that a portion of the gender wage gap is attributed to women's increased likelihood of working part-time after having children, which is associated with limited hourly wage progression.
1095	0.2936	0.3097	“In Arizona, we have flood the zone with fake ballots.”	Mark Finchem claims that Arizona's election system is being compromised by a flood of fake ballots.
